ticket_id,created_at,accepted_at,resolved_at,category,type,description,priority,assigned_to,initiator,approver,stage
ITHD_2000272,2026-01-12 14:19:29,2026-01-12 14:35:29,2026-01-12 18:48:10,Сетевое оборудование,Выдача и установка,"Сотрудник не может войти в систему 1C после смены пароля, блокировка учётной записи",Средний,"Козлова Елена Анатольевна","Волкова М.Д.","Федоров Е.М.",Закрыт
ITHD_2000207,2026-01-07 13:52:29,2026-01-07 14:00:29,2026-01-07 16:49:48,Сервер и СХД,Консультация,"Сбой RAID-массива на файловом сервере, необходима диагностика и восстановление",Высокий,"Сидоров Владимир Григорьевич","Николаев В.К.","Романов А.И.",Закрыт
ITHD_2000355,2026-02-23 15:55:38,2026-02-23 16:16:38,2026-02-23 20:49:06,Сетевое оборудование,Запрос,"Замена клавиатуры и мыши на рабочем месте, старое оборудование вышло из строя",Низкий,"Морозов Дмитрий Олегович","Орлова Д.Ю.",,Закрыт
ITHD_2000262,2025-12-13 16:01:55,2025-12-13 16:22:55,,Сервер и СХД,Ремонт,"Замена клавиатуры и мыши на рабочем месте, старое оборудование вышло из строя",Низкий,"Козлова Елена Анатольевна","Соколова О.П.",,Ожидание клиента
ITHD_2000281,2026-01-15 17:00:53,2026-01-15 17:33:53,2026-01-15 23:47:33,Сервер и СХД,Настройка,"Замена клавиатуры и мыши на рабочем месте, старое оборудование вышло из строя",Средний,"Козлова Елена Анатольевна","Беляев Р.Т.","Семенова Н.Г.",Закрыт
ITHD_2000407,2026-02-12 16:07:03,2026-02-12 16:46:03,2026-02-12 20:24:14,Программное обеспечение,Консультация,"Сбой RAID-массива на файловом сервере, необходима диагностика и восстановление",Средний,"Новикова Регина Вячеславовна","Смирнов И.И.","Федоров Е.М.",Закрыт
ITHD_2000485,2025-10-21 15:31:38,2025-10-21 15:49:38,2025-10-21 19:01:30,Сервер и СХД,Выдача и установка,"Установка и обновление антивирусного ПО на рабочих станциях отдела кадров",Низкий,"Михайлов Тимур Павлович","Соколова О.П.","Федоров Е.М.",Закрыт
ITHD_2000461,2026-04-08 14:29:06,2026-04-08 15:01:06,2026-04-08 19:00:39,Программное обеспечение,Настройка,"Установка и обновление антивирусного ПО на рабочих станциях отдела кадров",Высокий,"Михайлов Тимур Павлович","Захарова Л.А.","Федоров Е.М.",Закрыт
ITHD_2000185,2026-01-13 17:15:05,2026-01-13 17:45:05,2026-01-13 20:37:08,Компьютеры и периферия,Запрос,"Требуется настройка VPN-подключения для удалённой работы нового сотрудника",Средний,"Сидоров Владимир Григорьевич","Николаев В.К.","Семенова Н.Г.",Закрыт
ITHD_2000055,2025-12-04 11:02:07,2025-12-04 11:22:07,2025-12-04 18:21:35,Сервер и СХД,Выдача и установка,"Установка и обновление антивирусного ПО на рабочих станциях отдела кадров",Высокий,"Иванов Алексей Николаевич","Беляев Р.Т.",,Решён
ITHD_2000141,2026-04-11 08:49:05,2026-04-11 09:03:05,2026-04-11 19:32:03,Сетевое оборудование,Ремонт,"Не работает IP-телефон на рабочем месте руководителя проектов, нет тонального сигнала",Средний,"Петрова Светлана Константиновна","Кузнецов А.В.","Федоров Е.М.",Закрыт
ITHD_2000463,2026-02-12 18:05:00,2026-02-12 18:50:00,2026-02-12 21:24:00,Доступ и права,Настройка,"Подключение нового ноутбука к корпоративному Wi-Fi, проблема с аутентификацией",Низкий,"Михайлов Тимур Павлович","Беляев Р.Т.",,Закрыт
ITHD_2000387,2025-10-20 10:27:47,2025-10-20 10:35:47,2025-10-20 15:17:49,Компьютеры и периферия,Консультация,"Установка и обновление антивирусного ПО на рабочих станциях отдела кадров",Низкий,"Новикова Регина Вячеславовна","Захарова Л.А.",,Решён
ITHD_2000308,2026-03-27 16:37:11,2026-03-27 17:22:11,2026-03-27 21:19:44,Сетевое оборудование,Консультация,"Замена вышедшего из строя блока питания в рабочей станции инженерного отдела",Низкий,"Морозов Дмитрий Олегович","Жуков С.Н.",,Закрыт
ITHD_2000229,2026-02-09 09:52:51,2026-02-09 10:21:51,2026-02-09 15:25:29,Компьютеры и периферия,Консультация,"Восстановление случайно удалённых файлов проекта из резервной копии NAS",Средний,"Козлова Елена Анатольевна","Николаев В.К.",,Закрыт
ITHD_2000488,2026-04-10 14:32:44,2026-04-10 14:49:44,2026-04-10 18:17:54,Сервер и СХД,Консультация,"Проблема с запуском специализированного ПО AutoCAD, ошибка лицензирования",Средний,"Михайлов Тимур Павлович","Волкова М.Д.",,Закрыт
ITHD_2000303,2025-12-27 11:59:43,2025-12-27 12:26:43,2025-12-27 15:00:56,Сервер и СХД,Выдача и установка,"Добавление нового пользователя в Active Directory и настройка групповых политик",Средний,"Морозов Дмитрий Олегович","Соколова О.П.","Федоров Е.М.",Закрыт
ITHD_2000107,2026-01-13 07:33:40,2026-01-13 07:53:40,2026-01-13 15:38:17,Сервер и СХД,Выдача и установка,"Установка и обновление антивирусного ПО на рабочих станциях отдела кадров",Низкий,"Петрова Светлана Константиновна","Николаев В.К.","Романов А.И.",Закрыт
ITHD_2000431,2025-10-24 14:31:55,2025-10-24 14:49:55,2025-10-24 17:43:30,Сервер и СХД,Ремонт,"Сбой RAID-массива на файловом сервере, необходима диагностика и восстановление",Средний,"Михайлов Тимур Павлович","Смирнов И.И.","Федоров Е.М.",Закрыт
ITHD_2000297,2025-11-22 11:01:21,2025-11-22 11:21:21,2025-11-22 16:11:16,Программное обеспечение,Выдача и установка,"Замена клавиатуры и мыши на рабочем месте, старое оборудование вышло из строя",Средний,"Морозов Дмитрий Олегович","Жуков С.Н.","Федоров Е.М.",Решён
ITHD_2000111,2025-11-23 11:16:01,2025-11-23 11:43:01,2025-11-23 21:44:57,Телефония,Выдача и установка,"Установка и обновление антивирусного ПО на рабочих станциях отдела кадров",Высокий,"Петрова Светлана Константиновна","Орлова Д.Ю.","Романов А.И.",Закрыт
ITHD_2000483,2025-12-22 17:39:36,2025-12-22 18:23:36,2025-12-22 22:02:16,Телефония,Ремонт,"Добавление нового пользователя в Active Directory и настройка групповых политик",Средний,"Михайлов Тимур Павлович","Захарова Л.А.",,Закрыт
ITHD_2000031,2025-11-10 14:54:55,2025-11-10 15:10:55,,Программное обеспечение,Инцидент,"Добавление нового пользователя в Active Directory и настройка групповых политик",Критичный,"Иванов Алексей Николаевич","Захарова Л.А.","Федоров Е.М.",Создание заявки
ITHD_2000217,2025-12-31 13:48:36,2025-12-31 14:30:36,2025-12-31 20:00:11,Компьютеры и периферия,Выдача и установка,"Обновление прошивки сетевого коммутатора в серверной комнате, плановые работы",Низкий,"Сидоров Владимир Григорьевич","Николаев В.К.","Федоров Е.М.",Закрыт
ITHD_2000300,2025-11-28 14:15:44,2025-11-28 14:48:44,,Компьютеры и периферия,Консультация,"Сотрудник не может войти в систему 1C после смены пароля, блокировка учётной записи",Средний,"Морозов Дмитрий Олегович","Смирнов И.И.",,Ожидание клиента
ITHD_2000025,2026-04-16 10:42:47,2026-04-16 11:27:47,2026-04-17 02:01:21,Сервер и СХД,Запрос,"Перенос пользовательских данных и настроек с устаревшего компьютера на новый",Средний,"Иванов Алексей Николаевич","Попова Е.С.","Федоров Е.М.",Закрыт
ITHD_2000110,2025-11-06 08:14:25,2025-11-06 08:23:25,2025-11-06 17:38:54,Компьютеры и периферия,Выдача и установка,"Сотрудник не может войти в систему 1C после смены пароля, блокировка учётной записи",Средний,"Петрова Светлана Константиновна","Соколова О.П.","Романов А.И.",Закрыт
ITHD_2000142,2025-11-29 18:47:00,2025-11-29 18:58:00,2025-11-30 03:40:30,Телефония,Инцидент,"Необходима установка Microsoft Office 365 на новое рабочее место в отделе продаж",Критичный,"Петрова Светлана Константиновна","Смирнов И.И.",,Закрыт
ITHD_2000338,2026-04-10 15:59:02,2026-04-10 16:14:02,2026-04-10 18:41:17,Компьютеры и периферия,Консультация,"Установка и обновление антивирусного ПО на рабочих станциях отдела кадров",Низкий,"Морозов Дмитрий Олегович","Соколова О.П.","Федоров Е.М.",Решён
ITHD_2000295,2026-04-01 13:23:39,2026-04-01 13:51:39,2026-04-01 19:41:21,Компьютеры и периферия,Инцидент,"Сотрудник не может войти в систему 1C после смены пароля, блокировка учётной записи",Средний,"Морозов Дмитрий Олегович","Кузнецов А.В.",,Закрыт
ITHD_2000061,2025-11-21 20:21:20,2025-11-21 20:53:20,,Доступ и права,Настройка,"Неисправен монитор, вертикальная полоса на экране, требуется замена",Высокий,"Иванов Алексей Николаевич","Смирнов И.И.",,Ожидание клиента
ITHD_2000041,2026-01-30 13:50:42,2026-01-30 14:34:42,2026-01-31 00:19:31,Доступ и права,Выдача и установка,"Восстановление случайно удалённых файлов проекта из резервной копии NAS",Средний,"Иванов Алексей Николаевич","Захарова Л.А.","Федоров Е.М.",Закрыт
ITHD_2000002,2026-04-10 17:33:10,2026-04-10 17:59:10,2026-04-11 08:46:24,Программное обеспечение,Выдача и установка,"Не работает принтер в переговорной комнате 3, сотрудники не могут распечатать документы",Высокий,"Иванов Алексей Николаевич","Соколова О.П.",,Закрыт
ITHD_2000139,2026-04-18 07:08:47,2026-04-18 07:20:47,2026-04-18 14:27:20,Сервер и СХД,Настройка,"Медленная работа корпоративной сети в отделе закупок, скорость менее 1 Мбит/с",Низкий,"Петрова Светлана Константиновна","Соколова О.П.","Федоров Е.М.",Закрыт
ITHD_2000119,2025-12-01 14:43:39,2025-12-01 15:26:39,2025-12-01 21:34:50,Сервер и СХД,Консультация,"Неисправен монитор, вертикальная полоса на экране, требуется замена",Низкий,"Петрова Светлана Константиновна","Попова Е.С.",,Закрыт
ITHD_2000430,2025-10-29 15:04:56,2025-10-29 15:44:56,2025-10-29 20:49:50,Сервер и СХД,Инцидент,"Требуется настройка VPN-подключения для удалённой работы нового сотрудника",Высокий,"Новикова Регина Вячеславовна","Захарова Л.А.",,Закрыт
ITHD_2000226,2025-11-16 17:09:03,2025-11-16 17:45:03,2025-11-16 20:33:12,Сетевое оборудование,Инцидент,"Сбой RAID-массива на файловом сервере, необходима диагностика и восстановление",Низкий,"Сидоров Владимир Григорьевич","Волкова М.Д.","Семенова Н.Г.",Закрыт
ITHD_2000216,2026-03-12 18:48:17,2026-03-12 19:17:17,2026-03-13 00:25:47,Телефония,Инцидент,"Замена клавиатуры и мыши на рабочем месте, старое оборудование вышло из строя",Низкий,"Сидоров Владимир Григорьевич","Соколова О.П.","Романов А.И.",Закрыт
ITHD_2000017,2026-03-03 13:47:14,2026-03-03 14:11:14,2026-03-04 01:30:00,Телефония,Ремонт,"Медленная работа корпоративной сети в отделе закупок, скорость менее 1 Мбит/с",Средний,"Иванов Алексей Николаевич","Смирнов И.И.","Семенова Н.Г.",Закрыт
ITHD_2000349,2025-12-12 15:43:31,2025-12-12 16:11:31,2025-12-12 22:45:41,Компьютеры и периферия,Выдача и установка,"Требуется настройка VPN-подключения для удалённой работы нового сотрудника",Средний,"Морозов Дмитрий Олегович","Смирнов И.И.","Романов А.И.",Закрыт
ITHD_2000170,2026-04-10 09:22:08,2026-04-10 10:07:08,2026-04-10 15:29:00,Сетевое оборудование,Инцидент,"Установка и обновление антивирусного ПО на рабочих станциях отдела кадров",Низкий,"Сидоров Владимир Григорьевич","Орлова Д.Ю.",,Закрыт
ITHD_2000280,2025-10-06 18:02:04,2025-10-06 18:36:04,2025-10-06 21:11:41,Доступ и права,Выдача и установка,"Замена вышедшего из строя блока питания в рабочей станции инженерного отдела",Средний,"Козлова Елена Анатольевна","Попова Е.С.",,Закрыт
ITHD_2000449,2025-11-26 16:05:52,2025-11-26 16:18:52,2025-11-26 18:22:24,Сетевое оборудование,Инцидент,"Сбой RAID-массива на файловом сервере, необходима диагностика и восстановление",Низкий,"Михайлов Тимур Павлович","Николаев В.К.","Семенова Н.Г.",Закрыт
ITHD_2000247,2025-10-13 13:16:22,2025-10-13 14:00:22,2025-10-13 18:51:06,Телефония,Выдача и установка,"Восстановление случайно удалённых файлов проекта из резервной копии NAS",Средний,"Козлова Елена Анатольевна","Орлова Д.Ю.",,Закрыт
ITHD_2000265,2025-10-22 14:03:56,2025-10-22 14:28:56,2025-10-22 18:05:32,Телефония,Запрос,"Медленная работа корпоративной сети в отделе закупок, скорость менее 1 Мбит/с",Низкий,"Козлова Елена Анатольевна","Волкова М.Д.","Семенова Н.Г.",Закрыт
ITHD_2000071,2026-02-19 13:13:37,2026-02-19 13:56:37,2026-02-20 00:01:17,Программное обеспечение,Инцидент,"Проблема с запуском специализированного ПО AutoCAD, ошибка лицензирования",Критичный,"Петрова Светлана Константиновна","Николаев В.К.",,Закрыт
ITHD_2000416,2025-10-26 13:06:39,2025-10-26 13:51:39,2025-10-26 18:49:26,Телефония,Ремонт,"Не работает IP-телефон на рабочем месте руководителя проектов, нет тонального сигнала",Низкий,"Новикова Регина Вячеславовна","Попова Е.С.","Семенова Н.Г.",Решён
ITHD_2000007,2025-10-16 18:47:10,2025-10-16 19:06:10,,Доступ и права,Ремонт,"Расширение прав доступа к файловому серверу для группы аналитиков данных",Высокий,"Иванов Алексей Николаевич","Смирнов И.И.","Романов А.И.",Создание заявки
ITHD_2000060,2026-03-23 18:52:01,2026-03-23 19:20:01,2026-03-24 09:03:35,Сетевое оборудование,Ремонт,"Проблема с запуском специализированного ПО AutoCAD, ошибка лицензирования",Высокий,"Иванов Алексей Николаевич","Жуков С.Н.","Семенова Н.Г.",Закрыт
ITHD_2000274,2026-02-17 12:27:49,2026-02-17 13:00:49,2026-02-17 16:17:30,Сетевое оборудование,Запрос,"Восстановление случайно удалённых файлов проекта из резервной копии NAS",Низкий,"Козлова Елена Анатольевна","Беляев Р.Т.",,Закрыт
ITHD_2000080,2026-02-04 12:07:09,2026-02-04 12:15:09,,Сервер и СХД,Консультация,"Проблема с запуском специализированного ПО AutoCAD, ошибка лицензирования",Низкий,"Петрова Светлана Константиновна","Захарова Л.А.","Романов А.И.",Ожидание клиента
ITHD_2000441,2025-12-21 15:01:24,2025-12-21 15:32:24,2025-12-21 19:46:46,Компьютеры и периферия,Консультация,"Расширение прав доступа к файловому серверу для группы аналитиков данных",Низкий,"Михайлов Тимур Павлович","Попова Е.С.",,Решён
ITHD_2000085,2025-12-06 10:17:51,2025-12-06 10:44:51,2025-12-06 21:26:45,Сетевое оборудование,Запрос,"Расширение прав доступа к файловому серверу для группы аналитиков данных",Низкий,"Петрова Светлана Константиновна","Беляев Р.Т.","Романов А.И.",Закрыт
ITHD_2000204,2025-11-25 09:58:28,2025-11-25 10:42:28,,Доступ и права,Инцидент,"Подключение нового ноутбука к корпоративному Wi-Fi, проблема с аутентификацией",Средний,"Сидоров Владимир Григорьевич","Волкова М.Д.",,Ожидание клиента
ITHD_2000442,2026-03-10 12:50:40,2026-03-10 13:15:40,2026-03-10 18:30:58,Сервер и СХД,Консультация,"Неисправен монитор, вертикальная полоса на экране, требуется замена",Низкий,"Михайлов Тимур Павлович","Беляев Р.Т.","Романов А.И.",Закрыт
ITHD_2000276,2026-04-08 12:02:33,2026-04-08 12:23:33,,Сервер и СХД,Запрос,"Настройка двухфакторной аутентификации для входа в корпоративную ERP-систему",Высокий,"Козлова Елена Анатольевна","Захарова Л.А.","Семенова Н.Г.",Ожидание клиента
ITHD_2000252,2025-12-13 12:22:55,2025-12-13 12:55:55,2025-12-13 18:05:43,Телефония,Настройка,"Настройка двухфакторной аутентификации для входа в корпоративную ERP-систему",Средний,"Козлова Елена Анатольевна","Жуков С.Н.","Семенова Н.Г.",Закрыт
ITHD_2000434,2026-01-15 16:09:18,2026-01-15 16:42:18,2026-01-15 22:40:02,Сетевое оборудование,Консультация,"Расширение прав доступа к файловому серверу для группы аналитиков данных",Низкий,"Михайлов Тимур Павлович","Попова Е.С.",,Закрыт
ITHD_2000346,2026-04-14 17:56:57,2026-04-14 18:03:57,2026-04-15 00:53:38,Программное обеспечение,Запрос,"Добавление нового пользователя в Active Directory и настройка групповых политик",Высокий,"Морозов Дмитрий Олегович","Кузнецов А.В.",,Закрыт
ITHD_2000177,2026-03-07 10:07:15,2026-03-07 10:41:15,2026-03-07 16:01:09,Сетевое оборудование,Консультация,"Требуется настройка VPN-подключения для удалённой работы нового сотрудника",Высокий,"Сидоров Владимир Григорьевич","Орлова Д.Ю.","Романов А.И.",Решён
ITHD_2000211,2025-10-21 15:08:10,2025-10-21 15:20:10,2025-10-21 18:28:01,Доступ и права,Настройка,"Настройка почтового клиента Outlook для нового сотрудника отдела бухгалтерии",Низкий,"Сидоров Владимир Григорьевич","Попова Е.С.",,Закрыт
ITHD_2000471,2025-10-28 12:33:57,2025-10-28 12:46:57,2025-10-28 17:13:33,Телефония,Настройка,"Замена клавиатуры и мыши на рабочем месте, старое оборудование вышло из строя",Средний,"Михайлов Тимур Павлович","Попова Е.С.","Семенова Н.Г.",Закрыт
ITHD_2000368,2025-10-29 13:13:04,2025-10-29 13:50:04,2025-10-29 16:29:36,Телефония,Настройка,"Не работает принтер в переговорной комнате 3, сотрудники не могут распечатать документы",Средний,"Новикова Регина Вячеславовна","Волкова М.Д.","Семенова Н.Г.",Закрыт
ITHD_2000190,2025-12-22 15:55:05,2025-12-22 16:18:05,2025-12-22 20:07:11,Программное обеспечение,Выдача и установка,"Установка и обновление антивирусного ПО на рабочих станциях отдела кадров",Средний,"Сидоров Владимир Григорьевич","Смирнов И.И.","Романов А.И.",Закрыт
ITHD_2000206,2026-04-20 16:32:58,2026-04-20 16:48:58,2026-04-20 22:55:01,Компьютеры и периферия,Инцидент,"Настройка почтового клиента Outlook для нового сотрудника отдела бухгалтерии",Высокий,"Сидоров Владимир Григорьевич","Кузнецов А.В.",,Закрыт
ITHD_2000413,2025-10-26 09:29:25,2025-10-26 10:01:25,2025-10-26 14:06:25,Компьютеры и периферия,Настройка,"Неисправен монитор, вертикальная полоса на экране, требуется замена",Средний,"Новикова Регина Вячеславовна","Захарова Л.А.",,Закрыт
ITHD_2000180,2025-10-28 09:07:57,2025-10-28 09:21:57,2025-10-28 12:29:25,Компьютеры и периферия,Консультация,"Обновление прошивки сетевого коммутатора в серверной комнате, плановые работы",Средний,"Сидоров Владимир Григорьевич","Кузнецов А.В.","Романов А.И.",Закрыт
ITHD_2000477,2025-11-03 15:39:39,2025-11-03 15:51:39,2025-11-03 20:23:31,Программное обеспечение,Ремонт,"Проблема с запуском специализированного ПО AutoCAD, ошибка лицензирования",Средний,"Михайлов Тимур Павлович","Кузнецов А.В.","Федоров Е.М.",Закрыт
ITHD_2000108,2025-12-07 15:07:36,2025-12-07 15:25:36,2025-12-07 21:06:55,Телефония,Запрос,"Неисправен монитор, вертикальная полоса на экране, требуется замена",Средний,"Петрова Светлана Константиновна","Жуков С.Н.","Семенова Н.Г.",Закрыт
ITHD_2000474,2025-10-13 09:55:55,2025-10-13 10:37:55,2025-10-13 14:57:10,Телефония,Инцидент,"Добавление нового пользователя в Active Directory и настройка групповых политик",Высокий,"Михайлов Тимур Павлович","Орлова Д.Ю.","Семенова Н.Г.",Закрыт
ITHD_2000104,2025-10-21 17:38:24,2025-10-21 18:21:24,2025-10-22 03:06:54,Сетевое оборудование,Ремонт,"Настройка двухфакторной аутентификации для входа в корпоративную ERP-систему",Средний,"Петрова Светлана Константиновна","Орлова Д.Ю.","Федоров Е.М.",Закрыт
ITHD_2000133,2026-02-24 15:41:02,2026-02-24 15:45:02,2026-02-24 20:50:10,Компьютеры и периферия,Настройка,"Необходима установка Microsoft Office 365 на новое рабочее место в отделе продаж",Высокий,"Петрова Светлана Константиновна","Николаев В.К.",,Закрыт
ITHD_2000414,2026-02-04 16:17:44,2026-02-04 16:40:44,2026-02-04 19:11:00,Компьютеры и периферия,Ремонт,"Замена вышедшего из строя блока питания в рабочей станции инженерного отдела",Высокий,"Новикова Регина Вячеславовна","Жуков С.Н.","Семенова Н.Г.",Закрыт
ITHD_2000284,2026-03-04 09:24:54,2026-03-04 09:59:54,2026-03-04 12:43:20,Сервер и СХД,Запрос,"Перенос пользовательских данных и настроек с устаревшего компьютера на новый",Средний,"Козлова Елена Анатольевна","Попова Е.С.",,Закрыт
ITHD_2000067,2026-02-24 15:26:12,2026-02-24 15:37:12,2026-02-24 20:29:06,Доступ и права,Инцидент,"Обновление прошивки сетевого коммутатора в серверной комнате, плановые работы",Высокий,"Петрова Светлана Константиновна","Кузнецов А.В.","Романов А.И.",Решён
ITHD_2000099,2026-01-10 17:02:46,2026-01-10 17:11:46,,Компьютеры и периферия,Ремонт,"Установка и обновление антивирусного ПО на рабочих станциях отдела кадров",Средний,"Петрова Светлана Константиновна","Соколова О.П.","Федоров Е.М.",Ожидание клиента
ITHD_2000489,2026-01-20 10:46:23,2026-01-20 10:58:23,2026-01-20 14:41:42,Программное обеспечение,Ремонт,"Настройка двухфакторной аутентификации для входа в корпоративную ERP-систему",Средний,"Михайлов Тимур Павлович","Волкова М.Д.","Романов А.И.",Закрыт
ITHD_2000221,2026-02-06 11:35:50,2026-02-06 12:10:50,2026-02-06 18:34:17,Компьютеры и периферия,Консультация,"Подключение нового ноутбука к корпоративному Wi-Fi, проблема с аутентификацией",Средний,"Сидоров Владимир Григорьевич","Николаев В.К.","Романов А.И.",Закрыт
ITHD_2000365,2026-04-09 11:33:33,2026-04-09 11:49:33,2026-04-09 16:39:09,Компьютеры и периферия,Настройка,"Перенос пользовательских данных и настроек с устаревшего компьютера на новый",Средний,"Новикова Регина Вячеславовна","Волкова М.Д.","Романов А.И.",Закрыт
ITHD_2000359,2025-12-27 15:44:32,2025-12-27 16:13:32,2025-12-27 20:40:23,Программное обеспечение,Инцидент,"Не работает IP-телефон на рабочем месте руководителя проектов, нет тонального сигнала",Средний,"Новикова Регина Вячеславовна","Беляев Р.Т.","Семенова Н.Г.",Решён
ITHD_2000335,2025-11-13 17:44:08,2025-11-13 17:52:08,2025-11-13 20:20:43,Доступ и права,Ремонт,"Перенос пользовательских данных и настроек с устаревшего компьютера на новый",Средний,"Морозов Дмитрий Олегович","Жуков С.Н.","Семенова Н.Г.",Закрыт
ITHD_2000228,2026-01-03 15:06:01,2026-01-03 15:18:01,2026-01-03 21:50:05,Компьютеры и периферия,Запрос,"Замена вышедшего из строя блока питания в рабочей станции инженерного отдела",Средний,"Козлова Елена Анатольевна","Попова Е.С.","Романов А.И.",Закрыт
ITHD_2000232,2026-03-03 15:29:10,2026-03-03 15:51:10,2026-03-03 20:19:39,Телефония,Ремонт,"Необходима установка Microsoft Office 365 на новое рабочее место в отделе продаж",Средний,"Козлова Елена Анатольевна","Попова Е.С.",,Закрыт
ITHD_2000238,2026-04-02 18:43:21,2026-04-02 18:56:21,2026-04-03 00:32:16,Сервер и СХД,Ремонт,"Неисправен монитор, вертикальная полоса на экране, требуется замена",Низкий,"Козлова Елена Анатольевна","Орлова Д.Ю.",,Закрыт
ITHD_2000020,2025-11-25 22:41:03,2025-11-25 23:19:03,2025-11-26 05:17:21,Телефония,Настройка,"Настройка двухфакторной аутентификации для входа в корпоративную ERP-систему",Критичный,"Иванов Алексей Николаевич","Захарова Л.А.","Семенова Н.Г.",Закрыт
ITHD_2000135,2025-11-30 09:43:09,2025-11-30 10:13:09,,Доступ и права,Выдача и установка,"Добавление нового пользователя в Active Directory и настройка групповых политик",Низкий,"Петрова Светлана Константиновна","Захарова Л.А.","Романов А.И.",В работе
ITHD_2000127,2025-10-11 16:55:58,2025-10-11 17:31:58,2025-10-12 04:10:42,Доступ и права,Настройка,"Восстановление случайно удалённых файлов проекта из резервной копии NAS",Средний,"Петрова Светлана Константиновна","Николаев В.К.",,Закрыт
ITHD_2000167,2026-01-05 14:38:58,2026-01-05 15:18:58,2026-01-05 20:43:01,Компьютеры и периферия,Инцидент,"Замена клавиатуры и мыши на рабочем месте, старое оборудование вышло из строя",Высокий,"Сидоров Владимир Григорьевич","Волкова М.Д.","Романов А.И.",Закрыт
ITHD_2000244,2026-01-27 14:00:21,2026-01-27 14:25:21,2026-01-27 18:39:53,Компьютеры и периферия,Инцидент,"Установка и обновление антивирусного ПО на рабочих станциях отдела кадров",Критичный,"Козлова Елена Анатольевна","Кузнецов А.В.",,Закрыт
ITHD_2000326,2026-03-11 17:31:24,2026-03-11 17:36:24,2026-03-11 21:54:34,Телефония,Инцидент,"Проблема с запуском специализированного ПО AutoCAD, ошибка лицензирования",Средний,"Морозов Дмитрий Олегович","Кузнецов А.В.",,Закрыт
ITHD_2000364,2026-01-04 18:59:40,2026-01-04 19:05:40,2026-01-05 00:32:13,Сетевое оборудование,Выдача и установка,"Неисправен монитор, вертикальная полоса на экране, требуется замена",Средний,"Новикова Регина Вячеславовна","Беляев Р.Т.",,Закрыт
ITHD_2000150,2025-11-10 14:28:25,2025-11-10 15:11:25,2025-11-11 00:30:17,Программное обеспечение,Настройка,"Медленная работа корпоративной сети в отделе закупок, скорость менее 1 Мбит/с",Низкий,"Петрова Светлана Константиновна","Попова Е.С.",,Закрыт
ITHD_2000444,2026-04-04 09:34:12,2026-04-04 09:59:12,2026-04-04 16:55:06,Программное обеспечение,Ремонт,"Восстановление случайно удалённых файлов проекта из резервной копии NAS",Низкий,"Михайлов Тимур Павлович","Волкова М.Д.","Федоров Е.М.",Закрыт
ITHD_2000363,2026-03-21 10:11:23,2026-03-21 10:14:23,2026-03-21 15:12:49,Доступ и права,Консультация,"Сотрудник не может войти в систему 1C после смены пароля, блокировка учётной записи",Средний,"Новикова Регина Вячеславовна","Беляев Р.Т.","Федоров Е.М.",Закрыт
ITHD_2000374,2025-10-14 18:24:26,2025-10-14 18:59:26,2025-10-14 23:49:40,Доступ и права,Ремонт,"Требуется настройка VPN-подключения для удалённой работы нового сотрудника",Низкий,"Новикова Регина Вячеславовна","Николаев В.К.",,Закрыт
ITHD_2000154,2025-12-12 11:14:35,2025-12-12 11:39:35,2025-12-12 22:14:41,Сетевое оборудование,Инцидент,"Сотрудник не может войти в систему 1C после смены пароля, блокировка учётной записи",Средний,"Петрова Светлана Константиновна","Орлова Д.Ю.","Семенова Н.Г.",Закрыт
ITHD_2000052,2026-02-03 09:02:44,2026-02-03 09:18:44,2026-02-03 19:07:32,Доступ и права,Ремонт,"Настройка двухфакторной аутентификации для входа в корпоративную ERP-систему",Средний,"Иванов Алексей Николаевич","Захарова Л.А.","Семенова Н.Г.",Закрыт
ITHD_2000386,2025-11-18 12:10:52,2025-11-18 12:38:52,2025-11-18 16:02:27,Программное обеспечение,Выдача и установка,"Настройка почтового клиента Outlook для нового сотрудника отдела бухгалтерии",Средний,"Новикова Регина Вячеславовна","Беляев Р.Т.","Романов А.И.",Закрыт
ITHD_2000042,2025-12-04 18:15:37,2025-12-04 18:44:37,2025-12-05 01:09:33,Сервер и СХД,Инцидент,"Замена клавиатуры и мыши на рабочем месте, старое оборудование вышло из строя",Высокий,"Иванов Алексей Николаевич","Соколова О.П.",,Закрыт
ITHD_2000152,2026-02-18 16:00:01,2026-02-18 16:08:01,2026-02-18 21:50:06,Сервер и СХД,Консультация,"Установка и обновление антивирусного ПО на рабочих станциях отдела кадров",Высокий,"Петрова Светлана Константиновна","Николаев В.К.",,Решён
ITHD_2000102,2026-02-17 15:47:06,2026-02-17 16:09:06,2026-02-17 20:38:15,Сервер и СХД,Выдача и установка,"Обновление прошивки сетевого коммутатора в серверной комнате, плановые работы",Средний,"Петрова Светлана Константиновна","Беляев Р.Т.",,Закрыт
ITHD_2000310,2025-10-29 17:39:45,2025-10-29 17:42:45,,Телефония,Выдача и установка,"Сотрудник не может войти в систему 1C после смены пароля, блокировка учётной записи",Средний,"Морозов Дмитрий Олегович","Орлова Д.Ю.","Федоров Е.М.",Создание заявки
ITHD_2000048,2026-04-11 13:01:59,2026-04-11 13:44:59,2026-04-12 03:30:07,Программное обеспечение,Выдача и установка,"Перенос пользовательских данных и настроек с устаревшего компьютера на новый",Низкий,"Иванов Алексей Николаевич","Кузнецов А.В.","Романов А.И.",Закрыт
